/projectnb/ivc-ml/mqraitem/.conda/envs/geo/lib/python3.10/site-packages/torch/optim/lr_scheduler.py:62: UserWarning: The verbose parameter is deprecated. Please use get_last_lr() to access the learning rate.
  warnings.warn(
iteration started
 14%|█▎        | 150/1106 [02:22<14:18,  1.11it/s]
Epoch: 0, iteration: 780, loss: 1.1696029901504517

Epoch: 0, iteration: 790, loss: 0.8715675473213196

Epoch: 0, iteration: 800, loss: 2.439239978790283

Epoch: 0, iteration: 810, loss: 2.2089462280273438

Epoch: 0, iteration: 820, loss: 1.7566052675247192

Epoch: 0, iteration: 830, loss: 1.439365267753601

Epoch: 0, iteration: 840, loss: 1.7136826515197754

Epoch: 0, iteration: 850, loss: 1.4737879037857056

Epoch: 0, iteration: 860, loss: 5.680904865264893

Epoch: 0, iteration: 870, loss: 0.853765070438385

Epoch: 0, iteration: 880, loss: 0.7079588770866394

Epoch: 0, iteration: 890, loss: 3.372399091720581

Epoch: 0, iteration: 900, loss: 2.5573525428771973

Epoch: 0, iteration: 910, loss: 1.0121649503707886

Epoch: 0, iteration: 920, loss: 1.2605937719345093

Epoch: 0, iteration: 930, loss: 1.7235686779022217

Epoch: 0, iteration: 940, loss: 1.3840932846069336

Epoch: 0, iteration: 950, loss: 1.2213196754455566

Epoch: 0, iteration: 960, loss: 4.268535137176514

Epoch: 0, iteration: 970, loss: 2.1404216289520264

Epoch: 0, iteration: 980, loss: 2.2356038093566895

Epoch: 0, iteration: 990, loss: 2.2036798000335693

Epoch: 0, iteration: 1000, loss: 3.2612059116363525

Epoch: 0, iteration: 1010, loss: 1.8175145387649536

Epoch: 0, iteration: 1020, loss: 1.0233378410339355

Epoch: 0, iteration: 1030, loss: 2.011094570159912

Epoch: 0, iteration: 1040, loss: 0.9363090395927429

Epoch: 0, iteration: 1050, loss: 0.8322641849517822

Epoch: 0, iteration: 1060, loss: 0.8626160025596619

Epoch: 0, iteration: 1070, loss: 2.991351842880249

Epoch: 0, iteration: 1080, loss: 0.9907238483428955

Epoch: 0, iteration: 1090, loss: 1.6992751359939575

Epoch: 0, iteration: 1100, loss: 2.871053457260132

100%|██████████| 158/158 [01:27<00:00,  1.80it/s]
100%|██████████| 105/105 [00:00<00:00, 418.30it/s]
====================================================================================================
Epoch: 0, val_loss: 1.3656253494913615
 acc_val_0: 0.43592599533647614
 acc_val_1: 0.5662789277371741
 acc_val_2: 0.5524328431539631
 acc_val_3: 0.5785066741898128

====================================================================================================
Checkpoint saved at /usr4/cs505/mqraitem/ivc-ml/geo/Prithvi-data-distance/Northeast/regression_freeze-False_modelsize-300m_loadcheckpoint-True/learningrate-0.01_freeze-False_classweights-False_model_size-300m_load_checkpoint-True.pth
iteration started
 14%|█▎        | 150/1106 [02:15<14:18,  1.11it/s]
Epoch: 1, iteration: 0, loss: 1.9516128301620483

Epoch: 1, iteration: 10, loss: 1.277957797050476

Epoch: 1, iteration: 20, loss: 1.7959853410720825

Epoch: 1, iteration: 30, loss: 1.0746592283248901

Epoch: 1, iteration: 40, loss: 2.827728271484375

Epoch: 1, iteration: 50, loss: 2.2608866691589355

Epoch: 1, iteration: 60, loss: 0.7367828488349915

Epoch: 1, iteration: 70, loss: 0.9137304425239563

Epoch: 1, iteration: 80, loss: 1.7626605033874512

Epoch: 1, iteration: 90, loss: 8.906140327453613

Epoch: 1, iteration: 100, loss: 1.0083391666412354

Epoch: 1, iteration: 110, loss: 1.2257386445999146

Epoch: 1, iteration: 120, loss: 1.1222810745239258

Epoch: 1, iteration: 130, loss: 3.2344915866851807

Epoch: 1, iteration: 140, loss: 1.527132511138916

Epoch: 1, iteration: 150, loss: 1.2463518381118774

Epoch: 1, iteration: 160, loss: 1.0369209051132202

Epoch: 1, iteration: 170, loss: 1.9675073623657227

Epoch: 1, iteration: 180, loss: 2.178266763687134

Epoch: 1, iteration: 190, loss: 1.203100562095642

Epoch: 1, iteration: 200, loss: 1.3500261306762695

Epoch: 1, iteration: 210, loss: 0.38097646832466125

Epoch: 1, iteration: 220, loss: 1.1873693466186523

Epoch: 1, iteration: 230, loss: 1.0502045154571533

Epoch: 1, iteration: 240, loss: 0.8074144124984741

Epoch: 1, iteration: 250, loss: 1.0490134954452515

Epoch: 1, iteration: 260, loss: 0.9429775476455688

Epoch: 1, iteration: 270, loss: 2.5000743865966797

Epoch: 1, iteration: 280, loss: 1.7409183979034424

Epoch: 1, iteration: 290, loss: 0.8024303913116455

Epoch: 1, iteration: 300, loss: 2.7780351638793945

Epoch: 1, iteration: 310, loss: 11.096357345581055

Epoch: 1, iteration: 320, loss: 2.3405888080596924

Epoch: 1, iteration: 330, loss: 1.4951341152191162

Epoch: 1, iteration: 340, loss: 1.940640926361084

Epoch: 1, iteration: 350, loss: 1.0537896156311035

Epoch: 1, iteration: 360, loss: 0.8600989580154419

Epoch: 1, iteration: 370, loss: 4.3162970542907715

Epoch: 1, iteration: 380, loss: 1.0491582155227661

Epoch: 1, iteration: 390, loss: 1.8099161386489868

Epoch: 1, iteration: 400, loss: 2.4186530113220215

Epoch: 1, iteration: 410, loss: 0.9109988808631897

Epoch: 1, iteration: 420, loss: 0.938434898853302

Epoch: 1, iteration: 430, loss: 0.8790654540061951

Epoch: 1, iteration: 440, loss: 1.321587085723877

Epoch: 1, iteration: 450, loss: 0.5780096054077148

Epoch: 1, iteration: 460, loss: 0.6619517207145691

Epoch: 1, iteration: 470, loss: 1.2217448949813843

Epoch: 1, iteration: 480, loss: 1.4698373079299927

Epoch: 1, iteration: 490, loss: 0.6461858153343201

Epoch: 1, iteration: 500, loss: 0.8521596193313599

Epoch: 1, iteration: 510, loss: 1.3280713558197021

Epoch: 1, iteration: 520, loss: 3.9605801105499268

Epoch: 1, iteration: 530, loss: 1.5935832262039185

Epoch: 1, iteration: 540, loss: 2.8561811447143555

Epoch: 1, iteration: 550, loss: 1.3159071207046509

Epoch: 1, iteration: 560, loss: 0.7884860038757324

Epoch: 1, iteration: 570, loss: 1.540372610092163

Epoch: 1, iteration: 580, loss: 8.468504905700684

Epoch: 1, iteration: 590, loss: 3.1592860221862793

Epoch: 1, iteration: 600, loss: 1.7390738725662231

Epoch: 1, iteration: 610, loss: 1.8160004615783691

Epoch: 1, iteration: 620, loss: 1.2046887874603271

Epoch: 1, iteration: 630, loss: 0.9060513377189636

Epoch: 1, iteration: 640, loss: 15.189927101135254

Epoch: 1, iteration: 650, loss: 1.9462101459503174

Epoch: 1, iteration: 660, loss: 1.8420783281326294

Epoch: 1, iteration: 670, loss: 2.111405849456787

Epoch: 1, iteration: 680, loss: 2.4998505115509033

Epoch: 1, iteration: 690, loss: 1.7576712369918823

Epoch: 1, iteration: 700, loss: 1.077386498451233

Epoch: 1, iteration: 710, loss: 0.95549076795578

Epoch: 1, iteration: 720, loss: 0.8854692578315735

Epoch: 1, iteration: 730, loss: 2.7127668857574463

Epoch: 1, iteration: 740, loss: 0.7531260848045349

Epoch: 1, iteration: 750, loss: 1.126847743988037

Epoch: 1, iteration: 760, loss: 1.434913992881775

Epoch: 1, iteration: 770, loss: 1.2509279251098633

Epoch: 1, iteration: 780, loss: 0.666202962398529

Epoch: 1, iteration: 790, loss: 0.9926733374595642

Epoch: 1, iteration: 800, loss: 1.4111363887786865

Epoch: 1, iteration: 810, loss: 6.74349308013916

Epoch: 1, iteration: 820, loss: 1.369142770767212

Epoch: 1, iteration: 830, loss: 2.6544840335845947

Epoch: 1, iteration: 840, loss: 1.479490876197815

Epoch: 1, iteration: 850, loss: 1.4098495244979858

Epoch: 1, iteration: 860, loss: 0.9138638973236084

Epoch: 1, iteration: 870, loss: 1.2456326484680176

Epoch: 1, iteration: 880, loss: 2.2571985721588135

Epoch: 1, iteration: 890, loss: 0.6047847867012024

Epoch: 1, iteration: 900, loss: 1.0186101198196411

Epoch: 1, iteration: 910, loss: 1.7090339660644531

Epoch: 1, iteration: 920, loss: 2.3892204761505127

Epoch: 1, iteration: 930, loss: 0.8106616735458374

Epoch: 1, iteration: 940, loss: 2.3313205242156982

Epoch: 1, iteration: 950, loss: 1.9301725625991821

Epoch: 1, iteration: 960, loss: 1.0180584192276

Epoch: 1, iteration: 970, loss: 1.1369725465774536

Epoch: 1, iteration: 980, loss: 0.8381413817405701

Epoch: 1, iteration: 990, loss: 2.294123649597168

Epoch: 1, iteration: 1000, loss: 1.1922270059585571

Epoch: 1, iteration: 1010, loss: 1.6791192293167114

Epoch: 1, iteration: 1020, loss: 1.013637900352478

Epoch: 1, iteration: 1030, loss: 0.8870080709457397

Epoch: 1, iteration: 1040, loss: 1.3894028663635254

Epoch: 1, iteration: 1050, loss: 0.9167062640190125

Epoch: 1, iteration: 1060, loss: 0.8913703560829163

Epoch: 1, iteration: 1070, loss: 1.1105672121047974

Epoch: 1, iteration: 1080, loss: 1.1002782583236694

Epoch: 1, iteration: 1090, loss: 1.0518168210983276

Epoch: 1, iteration: 1100, loss: 0.7530545592308044

100%|██████████| 158/158 [01:00<00:00,  2.61it/s]
100%|██████████| 105/105 [00:00<00:00, 848.76it/s]
====================================================================================================
Epoch: 1, val_loss: 1.2956796417160639
 acc_val_0: 0.40054974844628016
 acc_val_1: 0.4692921084526963
 acc_val_2: 0.4639853148336306
 acc_val_3: 0.41958690204247817

====================================================================================================
UnFreezing prithvi model
====================================================================================================
iteration started
 14%|█▎        | 150/1106 [05:22<17:47,  1.12s/it]  
Epoch: 2, iteration: 0, loss: 1.5481925010681152

Epoch: 2, iteration: 10, loss: 1.0441535711288452

Epoch: 2, iteration: 20, loss: 1.323964238166809

Epoch: 2, iteration: 30, loss: 1.3560868501663208

Epoch: 2, iteration: 40, loss: 1.9408018589019775

Epoch: 2, iteration: 50, loss: 1.8648040294647217

Epoch: 2, iteration: 60, loss: 3.296769380569458

Epoch: 2, iteration: 70, loss: 3.8304929733276367

Epoch: 2, iteration: 80, loss: 0.7195009589195251

Epoch: 2, iteration: 90, loss: 1.1616324186325073

Epoch: 2, iteration: 100, loss: 1.5172595977783203

Epoch: 2, iteration: 110, loss: 1.1363240480422974

Epoch: 2, iteration: 120, loss: 1.2581948041915894

Epoch: 2, iteration: 130, loss: 5.4736433029174805

Epoch: 2, iteration: 140, loss: 1.2943257093429565

Epoch: 2, iteration: 150, loss: 1.9425476789474487

Epoch: 2, iteration: 160, loss: 5.721965312957764

Epoch: 2, iteration: 170, loss: 5.68967866897583

Epoch: 2, iteration: 180, loss: 12.290066719055176

Epoch: 2, iteration: 190, loss: 1.3612620830535889

Epoch: 2, iteration: 200, loss: 5.641895294189453

Epoch: 2, iteration: 210, loss: 2.4463720321655273

Epoch: 2, iteration: 220, loss: 1.9839454889297485

Epoch: 2, iteration: 230, loss: 1.7235653400421143

Epoch: 2, iteration: 240, loss: 1.7901867628097534

Epoch: 2, iteration: 250, loss: 2.4335474967956543

Epoch: 2, iteration: 260, loss: 2.652686595916748

Epoch: 2, iteration: 270, loss: 1.0016969442367554

Epoch: 2, iteration: 280, loss: 1.9718681573867798

Epoch: 2, iteration: 290, loss: 1.0991294384002686

Epoch: 2, iteration: 300, loss: 1.9972561597824097

Epoch: 2, iteration: 310, loss: 2.9816734790802

Epoch: 2, iteration: 320, loss: 1.4449024200439453

Epoch: 2, iteration: 330, loss: 1.1886026859283447

Epoch: 2, iteration: 340, loss: 0.8644903302192688

Epoch: 2, iteration: 350, loss: 1.1720507144927979

Epoch: 2, iteration: 360, loss: 0.7232143878936768

Epoch: 2, iteration: 370, loss: 1.3828608989715576

Epoch: 2, iteration: 380, loss: 1.898621678352356

Epoch: 2, iteration: 390, loss: 1.017091989517212

Epoch: 2, iteration: 400, loss: 1.4603948593139648

Epoch: 2, iteration: 410, loss: 2.055264949798584

Epoch: 2, iteration: 420, loss: 1.221412181854248

Epoch: 2, iteration: 430, loss: 1.1149475574493408

Epoch: 2, iteration: 440, loss: 1.8323687314987183

Epoch: 2, iteration: 450, loss: 1.4381216764450073

Epoch: 2, iteration: 460, loss: 1.0607789754867554

Epoch: 2, iteration: 470, loss: 1.2117263078689575

Epoch: 2, iteration: 480, loss: 2.5379693508148193

Epoch: 2, iteration: 490, loss: 7.849587440490723

Epoch: 2, iteration: 500, loss: 0.9454741477966309

Epoch: 2, iteration: 510, loss: 1.6260701417922974

Epoch: 2, iteration: 520, loss: 0.8852371573448181

Epoch: 2, iteration: 530, loss: 1.8948869705200195

Epoch: 2, iteration: 540, loss: 3.509849786758423

Epoch: 2, iteration: 550, loss: 1.4427987337112427

Epoch: 2, iteration: 560, loss: 5.774814128875732

Epoch: 2, iteration: 570, loss: 14.787900924682617

Epoch: 2, iteration: 580, loss: 6.028898239135742

Epoch: 2, iteration: 590, loss: 2.6610488891601562

Epoch: 2, iteration: 600, loss: 3.915722370147705

Epoch: 2, iteration: 610, loss: 2.1912007331848145

Epoch: 2, iteration: 620, loss: 9.724858283996582

Epoch: 2, iteration: 630, loss: 6.239686965942383

Epoch: 2, iteration: 640, loss: 6.581784725189209

Epoch: 2, iteration: 650, loss: 1.3627722263336182

Epoch: 2, iteration: 660, loss: 1.56758451461792

Epoch: 2, iteration: 670, loss: 1.7765305042266846

Epoch: 2, iteration: 680, loss: 2.1677236557006836

Epoch: 2, iteration: 690, loss: 1.1862446069717407

Epoch: 2, iteration: 700, loss: 3.5152218341827393

Epoch: 2, iteration: 710, loss: 1.8548625707626343

Epoch: 2, iteration: 720, loss: 1.631933569908142

Epoch: 2, iteration: 730, loss: 1.6419695615768433

Epoch: 2, iteration: 740, loss: 1.8469963073730469

Epoch: 2, iteration: 750, loss: 1.5500303506851196

Epoch: 2, iteration: 760, loss: 1.9188340902328491

Epoch: 2, iteration: 770, loss: 0.9997800588607788

Epoch: 2, iteration: 780, loss: 1.775942325592041

Epoch: 2, iteration: 790, loss: 0.8764071464538574

Epoch: 2, iteration: 800, loss: 1.4411238431930542

Epoch: 2, iteration: 810, loss: 2.617124557495117

Epoch: 2, iteration: 820, loss: 3.9292266368865967

Epoch: 2, iteration: 830, loss: 2.905808448791504

Epoch: 2, iteration: 840, loss: 3.410489559173584

Epoch: 2, iteration: 850, loss: 1.9210704565048218

Epoch: 2, iteration: 860, loss: 2.2104926109313965

Epoch: 2, iteration: 870, loss: 2.9650051593780518

Epoch: 2, iteration: 880, loss: 1.5488609075546265

Epoch: 2, iteration: 890, loss: 0.8561257123947144

Epoch: 2, iteration: 900, loss: 3.5042874813079834

Epoch: 2, iteration: 910, loss: 3.008124828338623

Epoch: 2, iteration: 920, loss: 2.378500461578369

Epoch: 2, iteration: 930, loss: 7.66053581237793

Epoch: 2, iteration: 940, loss: 2.9515621662139893

Epoch: 2, iteration: 950, loss: 3.580618143081665

Epoch: 2, iteration: 960, loss: 4.54456090927124

Epoch: 2, iteration: 970, loss: 1.349065899848938

Epoch: 2, iteration: 980, loss: 2.5266671180725098

Epoch: 2, iteration: 990, loss: 3.10764217376709

Epoch: 2, iteration: 1000, loss: 1.4335018396377563

Epoch: 2, iteration: 1010, loss: 1.3474491834640503

Epoch: 2, iteration: 1020, loss: 1.1894727945327759

Epoch: 2, iteration: 1030, loss: 0.9959906339645386

Epoch: 2, iteration: 1040, loss: 1.1818400621414185

Epoch: 2, iteration: 1050, loss: 1.9325302839279175

Epoch: 2, iteration: 1060, loss: 1.460503101348877

Epoch: 2, iteration: 1070, loss: 0.9709895849227905

Epoch: 2, iteration: 1080, loss: 1.9204107522964478

Epoch: 2, iteration: 1090, loss: 2.1350183486938477

Epoch: 2, iteration: 1100, loss: 1.491644263267517

100%|██████████| 158/158 [00:59<00:00,  2.63it/s]
100%|██████████| 105/105 [00:00<00:00, 845.12it/s]
====================================================================================================
Epoch: 2, val_loss: 1.7130145899833196
 acc_val_0: 0.46036987417986824
 acc_val_1: 0.5281735092206576
 acc_val_2: 0.5486408438725837
 acc_val_3: 0.558374895413458

====================================================================================================
iteration started
 14%|█▎        | 150/1106 [02:46<17:38,  1.11s/it]
Epoch: 3, iteration: 0, loss: 0.8278476595878601

Epoch: 3, iteration: 10, loss: 3.6762163639068604

Epoch: 3, iteration: 20, loss: 1.9381312131881714

Epoch: 3, iteration: 30, loss: 0.7834112644195557

Epoch: 3, iteration: 40, loss: 2.413447618484497

Epoch: 3, iteration: 50, loss: 1.080704927444458

Epoch: 3, iteration: 60, loss: 2.70550274848938

Epoch: 3, iteration: 70, loss: 1.052680253982544

Epoch: 3, iteration: 80, loss: 1.163791537284851

Epoch: 3, iteration: 90, loss: 1.3570572137832642

Epoch: 3, iteration: 100, loss: 0.6336227059364319

Epoch: 3, iteration: 110, loss: 4.571872234344482

Epoch: 3, iteration: 120, loss: 1.2548222541809082

Epoch: 3, iteration: 130, loss: 1.6131131649017334

Epoch: 3, iteration: 140, loss: 1.1706490516662598

Epoch: 3, iteration: 150, loss: 2.0351548194885254

Epoch: 3, iteration: 160, loss: 2.4321041107177734

Epoch: 3, iteration: 170, loss: 1.3049322366714478

Epoch: 3, iteration: 180, loss: 2.436070203781128

Epoch: 3, iteration: 190, loss: 0.5262096524238586

Epoch: 3, iteration: 200, loss: 6.005575180053711

Epoch: 3, iteration: 210, loss: 2.3930115699768066

Epoch: 3, iteration: 220, loss: 1.7012560367584229

Epoch: 3, iteration: 230, loss: 1.7393194437026978

Epoch: 3, iteration: 240, loss: 2.4730939865112305

Epoch: 3, iteration: 250, loss: 1.4130390882492065

Epoch: 3, iteration: 260, loss: 0.7184101939201355

Epoch: 3, iteration: 270, loss: 6.476120948791504

Epoch: 3, iteration: 280, loss: 1.5017286539077759

Epoch: 3, iteration: 290, loss: 2.276571035385132

Epoch: 3, iteration: 300, loss: 2.5792739391326904

Epoch: 3, iteration: 310, loss: 1.7657133340835571

Epoch: 3, iteration: 320, loss: 6.557048797607422

Epoch: 3, iteration: 330, loss: 1.0390269756317139

Epoch: 3, iteration: 340, loss: 1.7646458148956299

Epoch: 3, iteration: 350, loss: 7.2837748527526855

Epoch: 3, iteration: 360, loss: 1.2007510662078857

Epoch: 3, iteration: 370, loss: 1.5617009401321411

Epoch: 3, iteration: 380, loss: 1.7527316808700562

Epoch: 3, iteration: 390, loss: 4.072927474975586

Epoch: 3, iteration: 400, loss: 2.266167640686035

Epoch: 3, iteration: 410, loss: 1.0918052196502686

Epoch: 3, iteration: 420, loss: 1.7456241846084595

Epoch: 3, iteration: 430, loss: 1.1979708671569824

Epoch: 3, iteration: 440, loss: 1.6588928699493408

Epoch: 3, iteration: 450, loss: 1.815123438835144

Epoch: 3, iteration: 460, loss: 1.5111908912658691

Epoch: 3, iteration: 470, loss: 0.6619213223457336

Epoch: 3, iteration: 480, loss: 0.7249550819396973

Epoch: 3, iteration: 490, loss: 1.1225323677062988

Epoch: 3, iteration: 500, loss: 0.9007229208946228

Epoch: 3, iteration: 510, loss: 1.869432806968689

Epoch: 3, iteration: 520, loss: 1.1340136528015137

Epoch: 3, iteration: 530, loss: 1.6903952360153198

Epoch: 3, iteration: 540, loss: 0.8877318501472473

Epoch: 3, iteration: 550, loss: 1.2425450086593628

Epoch: 3, iteration: 560, loss: 2.500180959701538

Epoch: 3, iteration: 570, loss: 1.9678637981414795

Epoch: 3, iteration: 580, loss: 0.856204092502594

Epoch: 3, iteration: 590, loss: 1.045058250427246

Epoch: 3, iteration: 600, loss: 0.8351722359657288

Epoch: 3, iteration: 610, loss: 0.9620380401611328

Epoch: 3, iteration: 620, loss: 1.0639638900756836

Epoch: 3, iteration: 630, loss: 0.6866205334663391

Epoch: 3, iteration: 640, loss: 1.172333836555481

Epoch: 3, iteration: 650, loss: 0.9142196178436279

Epoch: 3, iteration: 660, loss: 2.641164541244507

Epoch: 3, iteration: 670, loss: 0.8690614700317383

Epoch: 3, iteration: 680, loss: 0.6045470833778381

Epoch: 3, iteration: 690, loss: 0.5992987155914307

Epoch: 3, iteration: 700, loss: 1.0142899751663208

Epoch: 3, iteration: 710, loss: 0.7164491415023804

Epoch: 3, iteration: 720, loss: 1.5426898002624512

Epoch: 3, iteration: 730, loss: 2.1916260719299316

Epoch: 3, iteration: 740, loss: 0.9271414279937744

Epoch: 3, iteration: 750, loss: 0.7259525060653687

Epoch: 3, iteration: 760, loss: 1.0452022552490234

Epoch: 3, iteration: 770, loss: 1.7310000658035278

Epoch: 3, iteration: 780, loss: 1.6932247877120972

Epoch: 3, iteration: 790, loss: 2.0017001628875732

Epoch: 3, iteration: 800, loss: 0.7256245017051697

Epoch: 3, iteration: 810, loss: 1.3154582977294922

Epoch: 3, iteration: 820, loss: 0.8646632432937622

Epoch: 3, iteration: 830, loss: 1.8188083171844482

Epoch: 3, iteration: 840, loss: 1.1043637990951538

Epoch: 3, iteration: 850, loss: 1.3950735330581665

Epoch: 3, iteration: 860, loss: 0.8280515670776367

Epoch: 3, iteration: 870, loss: 0.8706045746803284

Epoch: 3, iteration: 880, loss: 0.8521093130111694

Epoch: 3, iteration: 890, loss: 1.2039316892623901

Epoch: 3, iteration: 900, loss: 5.024672985076904

Epoch: 3, iteration: 910, loss: 4.856688976287842

Epoch: 3, iteration: 920, loss: 0.9347466826438904

Epoch: 3, iteration: 930, loss: 1.6334654092788696

Epoch: 3, iteration: 940, loss: 0.7056010365486145

Epoch: 3, iteration: 950, loss: 1.1442011594772339

Epoch: 3, iteration: 960, loss: 0.5157555341720581

Epoch: 3, iteration: 970, loss: 1.01322603225708

Epoch: 3, iteration: 980, loss: 0.5833240151405334

Epoch: 3, iteration: 990, loss: 0.9046837687492371

Epoch: 3, iteration: 1000, loss: 0.7845905423164368

Epoch: 3, iteration: 1010, loss: 1.5065158605575562

Epoch: 3, iteration: 1020, loss: 1.0498852729797363

Epoch: 3, iteration: 1030, loss: 0.8149889707565308

Epoch: 3, iteration: 1040, loss: 1.0044825077056885

Epoch: 3, iteration: 1050, loss: 0.7889320254325867

Epoch: 3, iteration: 1060, loss: 1.0115249156951904

Epoch: 3, iteration: 1070, loss: 1.042649507522583

Epoch: 3, iteration: 1080, loss: 0.9994783997535706

Epoch: 3, iteration: 1090, loss: 0.944786548614502

Epoch: 3, iteration: 1100, loss: 1.1898781061172485

100%|██████████| 158/158 [01:00<00:00,  2.62it/s]
100%|██████████| 105/105 [00:00<00:00, 818.66it/s]
====================================================================================================
Epoch: 3, val_loss: 3.0167058498140364
 acc_val_0: 0.5549300534303376
 acc_val_1: 0.6437633498085529
 acc_val_2: 0.6715168419039497
